Customer_ID,Age,Gender,Location,Session_Duration,Pages_Visited,Product_Category,Items_in_Cart,Purchase_Completed,Payment_Method,Discount_Applied,Total_Spent,Device_Used,Time_of_Day,Day_of_Week,Referral_Source,Customer_Type,Loyalty_Score,Time_Spent_on_Site,Clicks,Bounce_Rate,Revenue_Generated
19,22,Male,Canada,11.57907525983023,8,Books,9,0,Debit Card,0,459.6338601565429,Mobile,Afternoon,Friday,Email,New,62.174548664603286,67.78675037307654,2,99.96322862521527,959.6077398066546
20,19,Male,UK,29.59763341044722,18,Books,3,0,Cryptocurrency,0,73.0025982927061,Mobile,Morning,Wednesday,Instagram,Returning,6.068058613368101,20.301645736492244,48,52.151251403877495,412.56594625186824
21,19,Male,India,36.06345287964544,7,Books,4,1,Credit Card,1,103.75447777116253,Mobile,Morning,Wednesday,Email,New,4.586760521348367,69.94892329103997,49,79.43375462069847,173.87584483440867
22,37,Other,Canada,27.592790810158096,26,Beauty,1,0,PayPal,1,483.1846865270879,Mobile,Morning,Tuesday,Direct,Returning,62.374768882160566,98.34172943921058,28,6.922368798128575,303.1880819851678
23,36,Female,India,43.43786930142261,22,Home,8,1,Credit Card,0,132.73822482983618,Mobile,Morning,Tuesday,Google,New,59.544834164361106,95.61152961719446,19,50.46097040760412,365.3667679845043
24,24,Female,USA,2.138193872559497,6,Beauty,4,0,Debit Card,0,478.3814035357723,Mobile,Evening,Tuesday,Direct,New,91.61110485822682,29.29629884371777,9,54.53900452051259,796.7271829234297
25,24,Female,Canada,21.956329945527635,17,Clothing,2,0,PayPal,1,166.30739947343145,Tablet,Night,Tuesday,Direct,New,25.683477460610867,35.97249740659414,23,10.746115438824944,533.1709471191352
26,29,Other,UK,3.2460851318945796,20,Books,1,0,Credit Card,0,380.2174060909378,Tablet,Morning,Friday,Google,New,33.0162647742978,46.068022112313166,35,54.99434624079845,617.9864859335412
27,18,Female,Germany,43.57336712804725,5,Electronics,2,1,Credit Card,0,28.824402335584566,Tablet,Evening,Wednesday,Direct,New,81.87833273296245,98.27229335122037,38,15.283755635784257,847.3226239852979
28,66,Male,Germany,9.311239261365627,1,Clothing,8,1,PayPal,0,466.45042418008177,Tablet,Night,Saturday,Google,New,81.51477058239962,29.909286191350716,36,44.63108670236723,168.4625280073182
29,59,Male,UK,55.073267536666386,2,Home,5,0,Cryptocurrency,1,342.3779262008637,Tablet,Evening,Saturday,Google,Returning,60.52935400755664,64.03923814900166,14,85.79364191569348,847.979668234505
30,60,Other,Canada,53.83329089844223,26,Electronics,9,0,Credit Card,1,283.37361826606707,Tablet,Afternoon,Sunday,Facebook,Returning,65.70596066223868,19.807965453327395,2,88.54122149803199,168.8387954985543
31,32,Female,Canada,7.416674613266059,11,Home,8,0,Credit Card,1,343.1280998354854,Tablet,Evening,Wednesday,Instagram,Returning,50.285173068706634,48.3560502747086,39,50.44882262292414,610.0109513879171
32,68,Male,Canada,54.53501739823066,22,Clothing,5,1,Debit Card,0,201.332608813626,Tablet,Night,Wednesday,Direct,New,59.478397094518456,15.930413445345069,47,80.20646478192488,86.86612780563595
33,58,Male,Germany,58.559163465179104,3,Electronics,3,0,Credit Card,0,432.32984330111987,Tablet,Afternoon,Friday,Instagram,New,36.22217566998365,32.073825705688606,11,41.249663702086536,26.047395501148873
34,60,Other,Germany,43.64334543430798,24,Electronics,9,0,Credit Card,1,203.59121069532162,Mobile,Afternoon,Tuesday,Email,New,24.79751893822371,49.12976426572806,17,62.64824652183447,825.5020907259623
35,26,Other,Germany,42.949139149397595,5,Beauty,5,0,Cryptocurrency,1,478.5380675983965,Desktop,Evening,Wednesday,Google,New,94.23968394111719,50.759852262704335,37,90.33670335336754,387.2966894388541
36,65,Male,UK,20.93493783658147,20,Home,1,0,Cryptocurrency,0,491.9585466419201,Desktop,Morning,Tuesday,Direct,Returning,77.25910966211693,42.89774109947287,38,31.0978222024452,969.507955948974
37,29,Other,Canada,38.53412287840908,9,Books,3,0,PayPal,1,277.94748124929026,Mobile,Evening,Tuesday,Instagram,New,71.12533985347989,102.6090106595995,15,81.87500999934795,583.0178212918369
38,62,Other,UK,51.33147977889403,14,Electronics,1,0,PayPal,1,486.11346261127875,Mobile,Afternoon,Monday,Direct,Returning,27.406255865473376,111.28304863317236,18,40.25829386430887,551.2946652312937
39,60,Female,Germany,17.9146254463692,25,Home,6,0,Cryptocurrency,1,143.38933766418066,Tablet,Night,Saturday,Google,Returning,39.98008137091114,66.47185962487494,39,60.62695085005942,278.1097867869541
40,19,Female,UK,3.3502067631262156,2,Beauty,7,0,PayPal,0,432.3291875339263,Desktop,Night,Wednesday,Facebook,Returning,14.340897896050713,85.81780225853936,36,87.62814504877939,872.3280470539171
41,69,Female,USA,19.833208441499142,28,Electronics,5,1,PayPal,0,131.32292926970115,Mobile,Night,Saturday,Facebook,Returning,31.401184947016453,106.30135705065575,37,24.279534308344175,280.95184496767723
42,44,Other,India,56.55913188565988,27,Home,7,1,Cryptocurrency,1,62.015409198134456,Mobile,Night,Thursday,Facebook,Returning,68.30148842092213,59.282974441074366,18,39.2808579514251,517.0571138886365
43,49,Female,Germany,59.736760945739945,15,Home,1,0,Credit Card,1,382.0159882954812,Mobile,Morning,Thursday,Instagram,New,38.56897143580763,75.72957359549558,3,23.70872377866534,490.3306714323503
44,37,Other,Canada,58.960423619929124,17,Beauty,9,1,Credit Card,1,177.7389059616511,Desktop,Evening,Tuesday,Facebook,New,71.11190540427313,29.592875217933752,35,21.476117917582194,989.8493652059599
45,24,Female,India,39.61981343024927,16,Books,0,1,Cryptocurrency,0,276.4723075103198,Tablet,Night,Sunday,Email,New,41.28163985768494,97.97911971636702,24,61.97595644540003,913.6979936168907
46,34,Female,Germany,12.670064113953977,9,Clothing,3,0,PayPal,1,322.1059683523559,Desktop,Night,Tuesday,Instagram,New,51.789412450666056,112.90131700691833,31,77.46373231917019,900.3416576937914
47,22,Other,Germany,42.708757506569576,20,Electronics,7,0,PayPal,0,342.75551492855976,Desktop,Evening,Sunday,Email,New,92.60239715640661,26.53081678052267,33,59.400254174135966,547.2438694861622
48,69,Male,USA,3.412519211920577,27,Beauty,2,0,Credit Card,0,204.96278471024948,Desktop,Afternoon,Friday,Google,Returning,73.83179701959713,45.2533185095606,18,97.85136784119081,360.24598528630946
49,26,Other,India,21.011183751807863,7,Home,5,0,PayPal,0,428.98023618654383,Tablet,Morning,Thursday,Facebook,Returning,45.430602341053806,17.45646930066124,47,82.42774030689118,925.3269897392022
50,44,Other,USA,4.367728937505486,2,Books,2,1,Cryptocurrency,0,264.97056576685384,Tablet,Afternoon,Sunday,Facebook,New,6.361360983830659,104.54383291334246,11,27.450395519738603,898.3363706215257
51,20,Other,India,16.16512206109285,26,Clothing,3,1,Debit Card,0,30.85457884468877,Mobile,Evening,Sunday,Google,New,99.60019874753775,17.520151182063287,49,47.323666596336246,310.9209335508376
52,60,Male,USA,45.46629112198663,6,Home,5,0,Debit Card,0,365.52797299890665,Tablet,Afternoon,Saturday,Instagram,Returning,39.20210761879713,105.46869304678545,46,17.66154765515565,582.4640855914159
53,54,Male,USA,41.07145719457706,4,Beauty,9,1,Cryptocurrency,0,145.18787036895705,Tablet,Morning,Saturday,Facebook,Returning,6.380140129771265,12.00284373043653,6,89.0845522393986,318.10792733208325
54,32,Female,UK,48.950191664531445,28,Books,1,0,Debit Card,1,56.99804831136412,Desktop,Afternoon,Monday,Google,Returning,40.786343755094684,103.14711284166928,3,0.5521816007865499,561.7001015963185
55,44,Male,India,47.66119360465044,5,Home,2,1,Cryptocurrency,0,180.72491411071928,Tablet,Night,Monday,Instagram,Returning,57.336852982543355,95.51248346211703,35,39.35819026557855,744.6740822987521
56,55,Male,India,47.76944716644202,28,Books,7,0,Cryptocurrency,1,8.81544651648655,Tablet,Morning,Wednesday,Email,Returning,87.89244825603424,118.86541770916551,25,51.31453125742367,806.0561967387841
57,58,Female,USA,50.340993963356446,12,Books,1,1,Cryptocurrency,1,121.93428482946204,Desktop,Night,Friday,Facebook,New,97.19396227180088,25.99077160871886,43,58.3387029714439,707.7445659295217
58,21,Female,UK,5.993169727947748,13,Beauty,8,0,Cryptocurrency,1,292.66099156725886,Mobile,Morning,Saturday,Email,Returning,40.16583700604523,43.86269970868898,32,39.05759784322393,708.0239671730127
59,26,Female,Germany,14.115834022373033,17,Beauty,6,0,PayPal,0,254.0769190911003,Mobile,Morning,Friday,Google,Returning,98.08820880442921,4.2722160635997,4,6.663849728439864,985.4447472902003
60,69,Male,India,30.533627705123717,16,Beauty,7,0,PayPal,1,441.07843395888085,Tablet,Night,Wednesday,Instagram,New,4.811978240513385,38.225519691896345,14,3.8201581220230874,35.26184097076601
61,24,Male,USA,11.174982596911974,17,Home,7,0,Credit Card,1,15.046110904759333,Desktop,Night,Sunday,Instagram,New,35.35112396943951,43.3595111776688,12,17.098831729693543,738.1061439242854
62,25,Female,Germany,57.96614928860054,13,Books,6,0,Credit Card,1,67.09576004702691,Tablet,Morning,Wednesday,Email,New,15.525475041435591,60.98234631405856,36,77.05526414771046,603.3948787772673
63,51,Other,India,8.145995705511677,3,Beauty,4,0,Cryptocurrency,1,338.52153618275946,Mobile,Morning,Wednesday,Direct,New,57.202747054467444,71.4189915317636,4,78.3913641122322,35.42873466124519
64,41,Other,USA,41.30763876855907,17,Books,7,0,Debit Card,1,50.00241264240345,Tablet,Evening,Saturday,Google,New,44.448152234335325,24.464983856307946,36,37.38917855799794,946.9751357007347
65,49,Male,India,35.84821757671748,24,Home,5,0,Cryptocurrency,0,477.5491797320907,Desktop,Morning,Friday,Email,Returning,59.826899300567376,29.933408036343057,30,29.013555322875394,205.99063962850627
66,52,Other,UK,12.461648571030173,22,Home,4,1,Credit Card,0,103.39242400114503,Tablet,Night,Tuesday,Facebook,Returning,80.89331322572292,37.94133453510656,16,30.869516572160236,141.24864986935782
67,58,Male,India,4.7886731486289005,2,Books,5,1,Cryptocurrency,0,199.74293093952775,Tablet,Evening,Tuesday,Google,New,43.167154923822416,94.14093535552688,28,22.39709985010343,495.59437259963624
68,58,Female,USA,47.842470263470595,20,Home,7,0,PayPal,1,373.0247304969833,Desktop,Afternoon,Tuesday,Email,Returning,43.777352695486584,44.6306669242972,18,21.853042037098813,434.6033130171123
69,36,Male,USA,5.4482935102495915,23,Clothing,9,0,Credit Card,1,44.14339278629328,Desktop,Night,Friday,Email,New,77.95404291797203,28.644770336736297,18,16.901303738289432,903.6435945347397
70,62,Female,USA,29.129300004080424,29,Books,4,0,Cryptocurrency,1,97.93124856978856,Mobile,Morning,Thursday,Google,Returning,34.589325424383006,98.65058028047358,43,36.79883992144982,546.3767189662708
71,38,Male,USA,43.22962608849961,18,Home,2,1,Debit Card,0,34.718099189287415,Mobile,Afternoon,Friday,Email,New,4.456265478169936,25.655150264091784,14,85.33858656283631,83.66940690951074
72,43,Male,India,11.943015262675807,2,Home,7,0,Debit Card,0,296.1994537236261,Tablet,Night,Sunday,Facebook,Returning,33.72593715707748,109.95780402799473,18,21.591434280350384,756.3058756627069
73,54,Male,UK,44.43913169163439,25,Electronics,2,0,Credit Card,0,434.7732338409363,Mobile,Afternoon,Monday,Facebook,New,7.472905277389781,63.20766548006484,9,29.577898610227194,178.20283572580965
74,25,Other,India,24.004159322844274,2,Beauty,0,0,Cryptocurrency,1,498.772742117133,Mobile,Evening,Friday,Instagram,New,16.171162240987933,29.25408476098364,1,96.53109657861086,666.3595176401635
75,39,Male,Germany,1.300295249279472,17,Beauty,0,0,Debit Card,0,407.7880526630989,Tablet,Night,Saturday,Google,New,89.74292996760904,34.378519604505215,35,13.185947884685644,466.655468647992
76,28,Female,UK,35.49416155980327,16,Electronics,1,0,Debit Card,1,387.1826477661138,Desktop,Morning,Monday,Instagram,New,44.12072585104147,66.21447895587123,21,38.55877597694251,755.465847562468
77,25,Male,India,9.85308356606214,16,Electronics,1,0,Credit Card,0,336.8250065787705,Desktop,Morning,Wednesday,Email,Returning,60.200174438589954,70.9210670906439,11,32.85411529619297,40.99333029802899
78,29,Other,UK,55.22446387610599,4,Books,0,1,Credit Card,1,183.7736523332199,Mobile,Morning,Tuesday,Email,Returning,8.007597557698386,66.69244017086446,49,96.77143868062102,458.0679193396653
79,35,Male,USA,24.47599764768428,25,Electronics,7,0,Cryptocurrency,0,484.7652611423798,Mobile,Morning,Thursday,Email,Returning,40.18997821250517,86.82141181040608,25,67.15361138242108,509.5368393451455
80,25,Female,Canada,44.68651970305309,19,Beauty,9,0,Credit Card,1,191.4865079889505,Desktop,Night,Monday,Direct,New,30.72016344899247,102.2657895537365,41,72.35779048790621,479.3800439066376
81,36,Female,USA,47.16776262909371,16,Home,4,0,PayPal,0,234.34762861260313,Tablet,Evening,Wednesday,Direct,Returning,19.230627809341325,87.99624608293763,42,96.03614215609576,108.7203408425581
82,47,Other,Germany,34.255851834794385,12,Beauty,1,1,PayPal,1,187.24409584978974,Tablet,Night,Saturday,Email,Returning,84.05204742291407,45.60703323830345,18,10.362217843792665,414.4894805525308
83,18,Female,UK,40.790640903835445,14,Books,4,1,PayPal,0,251.5582383479119,Mobile,Evening,Thursday,Google,New,88.08162799622231,117.5325453628178,21,95.15645785144426,579.7874901872777
84,54,Male,Canada,54.85756253060653,13,Clothing,5,0,Debit Card,1,11.784495955243118,Desktop,Night,Tuesday,Instagram,New,91.06638325005959,20.8206150814814,45,40.923967328723364,51.0602221090386
85,62,Female,Germany,16.900834996714767,1,Beauty,0,0,Debit Card,0,292.58369419842796,Tablet,Morning,Sunday,Email,Returning,98.10095736917434,104.46386812848918,24,14.439288405854889,377.86454263559386
86,52,Other,UK,48.860410548768336,6,Electronics,0,0,Debit Card,0,63.85179033424468,Desktop,Morning,Thursday,Email,New,39.23496776078125,25.934999151566327,34,38.73348270603347,601.6928295714961
87,62,Female,UK,17.38307215108968,21,Electronics,9,0,Cryptocurrency,0,363.2402074904248,Tablet,Night,Sunday,Direct,New,14.409720291954198,18.492105226284465,13,65.57147471248187,462.394254374312
88,57,Male,UK,38.2137875740466,4,Clothing,3,1,Cryptocurrency,1,329.7749121964821,Mobile,Evening,Saturday,Email,New,36.84028045296964,11.887432234251197,38,34.14115057628513,33.76626865702414
89,57,Female,USA,38.38511954546597,18,Beauty,8,0,PayPal,0,78.79158898345482,Mobile,Evening,Wednesday,Instagram,New,55.91168490840693,26.700215520945537,12,25.12522346384808,751.8894955207924
90,45,Female,Germany,36.382317442433035,23,Clothing,9,0,PayPal,1,8.902705496043144,Desktop,Morning,Wednesday,Instagram,Returning,51.00366896737272,73.08936953419513,2,50.29754091768554,268.51296236659397
91,67,Female,Canada,13.632207233278947,18,Home,0,1,PayPal,0,133.10261703207408,Tablet,Morning,Monday,Google,New,1.621640588554388,102.11529518345382,45,73.72254450910896,131.93230655099376
92,64,Male,India,58.98409157304288,20,Clothing,5,0,Debit Card,1,19.632426212543677,Mobile,Evening,Friday,Direct,New,91.93543050367778,55.37179154104556,5,68.14097021047327,300.3683232067131
93,67,Female,Canada,49.39481746620522,3,Electronics,5,0,Credit Card,1,91.95725405579549,Tablet,Morning,Thursday,Google,New,80.04204407790043,37.16358693615213,37,87.45670374619849,823.3163692661973
94,34,Female,USA,19.657562158788842,29,Clothing,2,0,Cryptocurrency,0,453.67972042020676,Mobile,Afternoon,Friday,Email,Returning,1.4796823974736157,90.05363009272794,23,33.93689320442853,325.69348009084854
95,53,Other,UK,29.295250956564924,1,Books,1,0,PayPal,0,297.401958646588,Mobile,Night,Monday,Google,Returning,73.29996423596853,88.5951024237375,14,62.342407394154854,591.9176549663719
96,23,Male,UK,45.313283099625885,8,Beauty,8,1,PayPal,0,266.77273949444873,Tablet,Afternoon,Tuesday,Direct,New,20.57618571635898,51.926100463579544,40,81.20367656053035,961.6859679285941
97,45,Female,Canada,19.99878801681942,21,Clothing,7,1,Cryptocurrency,0,100.3793743915909,Desktop,Afternoon,Friday,Email,New,2.115026710319249,43.43414326805091,1,61.52159581459388,161.37535143052773
98,31,Other,UK,14.143345856619735,28,Clothing,2,0,PayPal,0,416.4716119486519,Desktop,Morning,Tuesday,Google,New,73.01314090794983,98.37889181613528,48,68.49944605981638,473.6305796065271
99,49,Female,India,20.61967396180594,16,Electronics,7,0,Debit Card,0,66.99391496370478,Tablet,Afternoon,Wednesday,Google,New,91.32688970802778,82.98746076383965,1,40.56724014097488,456.1685613775843
100,57,Female,USA,10.71477355274577,13,Books,7,1,Debit Card,1,61.068857711462364,Desktop,Evening,Sunday,Email,Returning,78.56698017643812,57.32544603994886,1,34.71563569909796,900.4938681413172
101,51,Male,Canada,28.807627615269634,27,Books,9,0,Credit Card,0,490.20145095287705,Mobile,Afternoon,Saturday,Instagram,New,10.565260267723643,43.04784412089627,45,60.506608671112495,959.9814888877453
102,54,Male,Canada,8.699500487856845,26,Clothing,9,0,Cryptocurrency,0,270.8242589248734,Tablet,Morning,Friday,Facebook,Returning,50.32675670655158,10.20223614282751,38,71.02450406970777,992.4884727394234
103,27,Male,UK,21.556473717159026,11,Clothing,8,1,PayPal,0,454.07788705190177,Mobile,Afternoon,Friday,Email,New,76.15394348560582,99.47941083126912,48,82.74429412527884,264.41820775530414
104,67,Female,Canada,14.900448667574242,19,Books,5,0,PayPal,1,268.13190472725125,Desktop,Evening,Wednesday,Facebook,New,7.08996107196671,14.413781164651471,37,97.89551155483478,195.0009770401173
105,55,Male,Germany,30.34273308818963,28,Beauty,1,0,Credit Card,1,135.58023233345943,Mobile,Afternoon,Monday,Facebook,New,98.22823887594026,82.36687023700696,45,72.57323059486505,627.4301943176193
106,38,Male,Germany,51.80823141421549,14,Home,6,1,Cryptocurrency,1,27.00255394600259,Tablet,Evening,Monday,Instagram,Returning,58.66065487089046,49.20303738048563,34,59.82358481884602,836.0074082563129
107,66,Female,Canada,41.91647209025599,26,Electronics,6,1,PayPal,1,432.25685723950994,Mobile,Afternoon,Friday,Google,New,42.43885881094975,77.91411176624753,32,98.06468063991703,616.8495414874104
108,30,Other,India,8.51156841722624,12,Home,0,0,PayPal,1,179.14268955427102,Desktop,Morning,Thursday,Email,Returning,2.998754590479411,6.717876556469004,6,47.31455406716717,780.2229646839107
109,52,Male,UK,16.654674858839748,11,Clothing,2,1,Cryptocurrency,0,266.34466291806416,Desktop,Night,Wednesday,Facebook,New,2.2064174017763007,114.77478731717918,30,68.55120552966517,157.1377349374943
110,25,Female,Germany,7.672691597523301,10,Clothing,5,0,Cryptocurrency,0,38.28976781304731,Mobile,Evening,Saturday,Google,Returning,19.590584448027855,114.47940667850735,34,69.62918040762877,948.995377308271
111,25,Other,Canada,52.48124389507107,6,Home,3,0,Credit Card,1,393.2062250457452,Desktop,Morning,Saturday,Direct,Returning,49.07420819586733,73.61756915323906,10,77.70594828427568,667.2793365745688
112,33,Male,Germany,52.08207672150741,18,Home,0,0,Credit Card,0,52.38256733942738,Tablet,Evening,Thursday,Google,Returning,38.47904634614266,97.37521541074995,28,29.785547349486308,225.3720501183376
113,55,Female,USA,20.12611455680766,29,Clothing,4,1,Cryptocurrency,0,129.856383189612,Mobile,Morning,Sunday,Facebook,Returning,14.99426043580877,60.144460636678836,22,63.30486398064485,552.9887493062134
114,39,Male,India,57.13164078408452,13,Books,7,0,Cryptocurrency,1,313.9642183410207,Desktop,Night,Tuesday,Google,New,44.05156090537393,105.35798906548604,29,76.86081011897294,532.1055938855297
115,27,Other,Canada,51.52902480377262,4,Electronics,7,1,Cryptocurrency,0,104.76452130064752,Mobile,Morning,Friday,Facebook,New,90.51514316592755,51.76879225590725,13,93.21796391623374,83.53982721932873
116,59,Male,India,29.133169602400237,18,Electronics,5,1,PayPal,0,499.6400716841336,Tablet,Night,Wednesday,Google,Returning,7.672967416743159,70.25429178107342,24,95.5315917797927,641.0077906646019
117,66,Other,USA,50.89911001908197,19,Electronics,6,0,Cryptocurrency,0,271.8923052027215,Desktop,Morning,Friday,Instagram,New,18.698651739328003,38.54319999171394,26,96.30891169989634,162.77732742839902
118,18,Other,UK,38.743372256496315,28,Books,2,1,Debit Card,0,57.5618037790361,Mobile,Afternoon,Sunday,Direct,New,70.10432235148608,59.458394176352165,17,17.117250737055013,136.68459687065294
119,18,Other,Germany,33.4495479757135,14,Beauty,2,0,Cryptocurrency,0,356.20463587384387,Desktop,Afternoon,Saturday,Direct,Returning,45.93383150552992,111.2536840468247,37,73.71775611595054,264.41441467170335
120,68,Other,India,31.031529971252212,18,Beauty,3,0,Credit Card,0,357.27366074209107,Mobile,Afternoon,Sunday,Instagram,Returning,77.16199425314046,81.33140459691589,6,65.21595823768452,73.06549490792824
121,24,Female,USA,47.310026388057736,18,Beauty,7,0,PayPal,0,19.263198440590102,Desktop,Afternoon,Saturday,Google,Returning,68.97604007789327,116.62189094931095,20,1.4732861559848098,698.524017520023
122,57,Other,India,4.189532782981171,26,Beauty,5,0,PayPal,1,497.7863915709384,Mobile,Morning,Sunday,Facebook,New,60.769824928438354,36.65209094583531,39,72.12734820253314,446.4029992239694
123,68,Other,Germany,24.608397701361028,14,Home,2,0,Debit Card,1,451.047783644146,Tablet,Morning,Monday,Facebook,Returning,42.78987521792015,115.89591727761096,30,4.281718806744294,528.451964409385
124,24,Male,Germany,18.399729263210276,1,Books,6,1,Cryptocurrency,0,330.82187039732423,Tablet,Night,Tuesday,Direct,New,11.03752154524693,73.6769935486662,2,37.25952142037805,669.5422520560095
125,28,Female,India,48.284039936458285,12,Electronics,8,1,Cryptocurrency,0,348.48737106535566,Desktop,Night,Friday,Direct,New,22.99747938332813,73.92495754737469,33,15.696137801964149,147.93651748561277
126,21,Other,USA,19.301254095435148,2,Books,2,0,Cryptocurrency,0,348.49836821441676,Tablet,Morning,Monday,Instagram,Returning,10.283766752826308,40.169612407717985,7,79.38273900105654,877.8757193715209
127,45,Male,Germany,2.983555579673781,26,Home,5,0,Credit Card,0,264.129686178545,Tablet,Morning,Monday,Email,Returning,21.436379192798384,93.71753034068163,34,59.28944381779899,21.19230484092316
128,43,Other,Canada,32.5917341572047,2,Books,5,0,Debit Card,0,419.26987391450893,Mobile,Night,Tuesday,Direct,Returning,88.67981951801319,32.15486924714466,49,49.779561224137616,613.0589363610405
129,43,Other,Canada,31.186219592681695,3,Electronics,9,0,Credit Card,0,21.14158263457131,Desktop,Evening,Sunday,Email,Returning,81.74955697818095,87.15799015684352,32,4.3811367531977785,779.696727386556
130,64,Other,USA,9.722816836631125,25,Books,2,0,PayPal,1,57.553120421343316,Tablet,Night,Monday,Direct,Returning,76.44391408467882,93.51577605692458,18,68.2899076959742,709.4210876218589
131,56,Male,USA,49.46860140118955,15,Electronics,2,1,Credit Card,1,206.2387193782769,Desktop,Evening,Tuesday,Instagram,New,7.812605325573196,84.1060029874996,25,40.13723653557501,216.6096394643129
132,65,Male,USA,35.84695397253784,26,Electronics,6,0,Cryptocurrency,0,378.97696516016106,Tablet,Night,Sunday,Facebook,Returning,77.49281844053863,65.3583583854896,42,8.19077860438152,851.8142207137633
133,52,Male,India,30.112414552996267,6,Beauty,6,0,PayPal,0,268.68865566797393,Tablet,Night,Sunday,Google,New,18.405257091694068,96.75832647498375,36,97.46661482769288,304.0994956743862
134,45,Female,India,6.00224883972129,2,Home,9,1,Cryptocurrency,1,481.47136650997027,Tablet,Evening,Sunday,Google,Returning,39.28211668685676,23.99125109773035,19,90.60362456304581,550.6584394689515
135,32,Other,UK,8.968060146603193,27,Beauty,9,0,Debit Card,0,440.87253347438315,Desktop,Morning,Tuesday,Instagram,Returning,64.85673825160826,41.68627038464362,40,8.17990015939618,938.5527829956402
136,55,Male,Canada,11.832097687423884,1,Clothing,6,1,Debit Card,1,427.69828058959337,Mobile,Afternoon,Monday,Google,Returning,71.39069005240232,14.468984287705895,41,47.643336665412505,78.27002280980477
